订单ID,日期,菜品名称,菜品分类,单价,数量,交易总额(元),支付方式,售卖时段
398,2022-07-03,冰咖啡,饮品,40,8,320,现金,傍晚
399,2022-07-03,新鲜甘蔗汁,饮品,25,4,100,现金,晚上
400,2022-07-03,新鲜甘蔗汁,饮品,25,8,200,现金,早晨
401,2022-07-03,新鲜甘蔗汁,饮品,25,8,200,现金,傍晚
402,2022-07-03,法兰基卷,快餐,50,8,400,现金,午夜
403,2022-07-03,脆球点心,快餐,20,11,220,在线支付,午夜
404,2022-07-03,脆球点心,快餐,20,7,140,现金,早晨
405,2022-07-03,冰咖啡,饮品,40,6,240,在线支付,傍晚
406,2022-07-03,新鲜甘蔗汁,饮品,25,5,125,在线支付,晚上
407,2022-07-03,瓦达汉堡,快餐,20,15,300,在线支付,下午
408,2022-07-03,脆球点心,快餐,20,5,100,在线支付,早晨
409,2022-07-03,瓦达汉堡,快餐,20,7,140,现金,早晨
410,2022-07-03,冰咖啡,饮品,40,7,280,在线支付,晚上
411,2022-07-03,冰咖啡,饮品,40,10,400,现金,晚上
412,2022-07-03,冰咖啡,饮品,40,8,320,在线支付,下午
413,2022-07-03,冰咖啡,饮品,40,7,280,在线支付,傍晚
414,2022-07-03,脆球点心,快餐,20,10,200,在线支付,傍晚
415,2022-07-03,脆球点心,快餐,20,6,120,其他,晚上
416,2022-07-03,脆球点心,快餐,20,3,60,在线支付,早晨
417,2022-07-03,瓦达汉堡,快餐,20,6,120,其他,傍晚
418,2022-07-03,法兰基卷,快餐,50,15,750,在线支付,早晨
419,2022-07-03,咖喱土豆球,快餐,20,14,280,现金,下午
420,2022-07-03,招牌三明治,快餐,60,15,900,在线支付,早晨
421,2022-07-03,新鲜甘蔗汁,饮品,25,9,225,现金,晚上
422,2022-07-04,法兰基卷,快餐,50,10,500,在线支付,下午
423,2022-07-04,法兰基卷,快餐,50,2,100,其他,晚上
424,2022-07-04,脆球点心,快餐,20,9,180,现金,早晨
425,2022-07-04,脆球点心,快餐,20,10,200,现金,午夜
426,2022-07-04,瓦达汉堡,快餐,20,10,200,现金,早晨
427,2022-07-04,法兰基卷,快餐,50,7,350,在线支付,下午
428,2022-07-04,冰咖啡,饮品,40,7,280,现金,早晨
429,2022-07-04,冰咖啡,饮品,40,6,240,现金,早晨
430,2022-07-04,招牌三明治,快餐,60,12,720,在线支付,晚上
431,2022-07-04,冰咖啡,饮品,40,13,520,在线支付,午夜
432,2022-07-04,咖喱土豆球,快餐,20,10,200,在线支付,早晨
433,2022-07-04,新鲜甘蔗汁,饮品,25,12,300,在线支付,傍晚
434,2022-07-04,冰咖啡,饮品,40,6,240,现金,早晨
435,2022-07-04,冰咖啡,饮品,40,8,320,现金,晚上
436,2022-07-04,咖喱土豆球,快餐,20,7,140,现金,傍晚
437,2022-07-04,脆球点心,快餐,20,15,300,在线支付,早晨
438,2022-07-04,招牌三明治,快餐,60,11,660,在线支付,下午
439,2022-07-04,脆球点心,快餐,20,2,40,现金,下午
440,2022-07-04,咖喱土豆球,快餐,20,12,240,现金,午夜
441,2022-07-04,脆球点心,快餐,20,11,220,在线支付,下午
442,2022-07-04,法兰基卷,快餐,50,13,650,在线支付,傍晚
443,2022-07-04,新鲜甘蔗汁,饮品,25,2,50,在线支付,下午
444,2022-07-04,招牌三明治,快餐,60,12,720,在线支付,傍晚
445,2022-07-04,冰咖啡,饮品,40,9,360,在线支付,晚上
446,2022-07-04,新鲜甘蔗汁,饮品,25,13,325,在线支付,下午
447,2022-07-04,冰咖啡,饮品,40,8,320,在线支付,晚上
448,2022-07-04,法兰基卷,快餐,50,8,400,在线支付,傍晚
449,2022-07-04,瓦达汉堡,快餐,20,10,200,现金,早晨
450,2022-07-04,脆球点心,快餐,20,5,100,现金,晚上
451,2022-07-04,瓦达汉堡,快餐,20,13,260,现金,傍晚
452,2022-07-04,新鲜甘蔗汁,饮品,25,9,225,现金,午夜
453,2022-07-04,新鲜甘蔗汁,饮品,25,13,325,现金,晚上
454,2022-07-04,招牌三明治,快餐,60,14,840,在线支付,晚上
455,2022-07-04,法兰基卷,快餐,50,10,500,其他,傍晚
456,2022-07-04,咖喱土豆球,快餐,20,8,160,在线支付,傍晚
457,2022-07-04,冰咖啡,饮品,40,6,240,在线支付,早晨
458,2022-07-04,冰咖啡,饮品,40,1,40,现金,午夜
459,2022-07-04,咖喱土豆球,快餐,20,9,180,在线支付,下午
460,2022-07-04,法兰基卷,快餐,50,7,350,其他,午夜
461,2022-07-04,法兰基卷,快餐,50,8,400,在线支付,傍晚
462,2022-07-04,脆球点心,快餐,20,1,20,在线支付,午夜
463,2022-07-04,新鲜甘蔗汁,饮品,25,12,300,现金,傍晚
464,2022-07-04,法兰基卷,快餐,50,9,450,现金,傍晚
465,2022-07-04,瓦达汉堡,快餐,20,4,80,现金,傍晚
466,2022-07-04,咖喱土豆球,快餐,20,3,60,在线支付,午夜
467,2022-07-04,招牌三明治,快餐,60,5,300,现金,午夜
468,2022-07-04,新鲜甘蔗汁,饮品,25,8,200,其他,下午
469,2022-07-04,招牌三明治,快餐,60,9,540,在线支付,下午
470,2022-07-04,冰咖啡,饮品,40,1,40,现金,晚上
471,2022-07-04,咖喱土豆球,快餐,20,8,160,现金,下午
472,2022-07-04,瓦达汉堡,快餐,20,4,80,在线支付,晚上
473,2022-07-04,新鲜甘蔗汁,饮品,25,6,150,在线支付,晚上
474,2022-07-04,瓦达汉堡,快餐,20,9,180,现金,傍晚
475,2022-07-04,脆球点心,快餐,20,7,140,现金,下午
476,2022-07-04,脆球点心,快餐,20,1,20,在线支付,午夜
477,2022-07-04,冰咖啡,饮品,40,12,480,现金,下午
478,2022-07-04,脆球点心,快餐,20,8,160,在线支付,午夜
479,2022-07-04,脆球点心,快餐,20,5,100,现金,下午
480,2022-07-04,冰咖啡,饮品,40,5,200,在线支付,午夜
481,2022-07-04,招牌三明治,快餐,60,11,660,在线支付,下午
482,2022-07-04,法兰基卷,快餐,50,6,300,在线支付,晚上
483,2022-07-04,法兰基卷,快餐,50,8,400,在线支付,傍晚
484,2022-07-04,新鲜甘蔗汁,饮品,25,13,325,现金,下午
485,2022-07-04,法兰基卷,快餐,50,6,300,现金,早晨
486,2022-07-04,瓦达汉堡,快餐,20,6,120,在线支付,傍晚
487,2022-07-04,新鲜甘蔗汁,饮品,25,5,125,其他,下午
488,2022-07-04,新鲜甘蔗汁,饮品,25,1,25,在线支付,下午
489,2022-07-04,咖喱土豆球,快餐,20,8,160,在线支付,午夜
490,2022-07-04,法兰基卷,快餐,50,14,700,现金,早晨
491,2022-07-04,咖喱土豆球,快餐,20,9,180,现金,下午
492,2022-07-04,咖喱土豆球,快餐,20,15,300,现金,傍晚
493,2022-07-04,招牌三明治,快餐,60,3,180,在线支付,午夜
494,2022-07-04,脆球点心,快餐,20,7,140,现金,晚上
495,2022-07-04,招牌三明治,快餐,60,6,360,在线支付,傍晚
496,2022-07-04,瓦达汉堡,快餐,20,4,80,在线支付,傍晚
497,2022-07-04,法兰基卷,快餐,50,7,350,现金,早晨
498,2022-07-04,法兰基卷,快餐,50,3,150,其他,傍晚
499,2022-07-04,瓦达汉堡,快餐,20,12,240,在线支付,下午
500,2022-07-04,冰咖啡,饮品,40,2,80,现金,晚上
501,2022-07-04,招牌三明治,快餐,60,5,300,其他,早晨
502,2022-07-04,法兰基卷,快餐,50,5,250,在线支付,下午
503,2022-07-04,冰咖啡,饮品,40,10,400,其他,下午
504,2022-07-04,冰咖啡,饮品,40,11,440,在线支付,午夜
505,2022-07-04,脆球点心,快餐,20,6,120,在线支付,早晨
506,2022-07-04,咖喱土豆球,快餐,20,4,80,现金,早晨
507,2022-07-04,新鲜甘蔗汁,饮品,25,8,200,在线支付,早晨
508,2022-07-04,咖喱土豆球,快餐,20,9,180,现金,傍晚
509,2022-07-04,脆球点心,快餐,20,9,180,其他,下午
510,2022-07-04,冰咖啡,饮品,40,14,560,在线支付,早晨
511,2022-07-04,招牌三明治,快餐,60,2,120,在线支付,傍晚
512,2022-07-04,招牌三明治,快餐,60,1,60,现金,早晨
513,2022-07-04,瓦达汉堡,快餐,20,8,160,现金,午夜
514,2022-07-04,新鲜甘蔗汁,饮品,25,5,125,在线支付,午夜
515,2022-07-04,咖喱土豆球,快餐,20,8,160,其他,午夜
516,2022-07-04,脆球点心,快餐,20,5,100,在线支付,早晨
517,2022-07-04,冰咖啡,饮品,40,2,80,在线支付,晚上
518,2022-07-04,瓦达汉堡,快餐,20,4,80,在线支付,下午
519,2022-07-04,脆球点心,快餐,20,10,200,在线支付,午夜
520,2022-07-04,咖喱土豆球,快餐,20,10,200,在线支付,早晨
521,2022-07-04,招牌三明治,快餐,60,1,60,现金,早晨
522,2022-07-04,咖喱土豆球,快餐,20,1,20,现金,下午
523,2022-07-04,招牌三明治,快餐,60,13,780,现金,下午
524,2022-07-04,法兰基卷,快餐,50,5,250,在线支付,傍晚
525,2022-07-04,冰咖啡,饮品,40,8,320,现金,晚上
526,2022-07-04,招牌三明治,快餐,60,10,600,在线支付,早晨
527,2022-07-04,新鲜甘蔗汁,饮品,25,3,75,在线支付,傍晚
528,2022-07-04,新鲜甘蔗汁,饮品,25,6,150,现金,晚上
529,2022-07-04,新鲜甘蔗汁,饮品,25,15,375,在线支付,早晨
530,2022-07-04,瓦达汉堡,快餐,20,10,200,其他,傍晚
531,2022-07-04,招牌三明治,快餐,60,6,360,现金,傍晚
532,2022-07-04,咖喱土豆球,快餐,20,11,220,在线支付,午夜
533,2022-07-04,冰咖啡,饮品,40,12,480,在线支付,傍晚
534,2022-07-04,招牌三明治,快餐,60,11,660,现金,晚上
535,2022-07-04,瓦达汉堡,快餐,20,11,220,现金,午夜
536,2022-07-04,招牌三明治,快餐,60,8,480,其他,午夜
537,2022-07-04,新鲜甘蔗汁,饮品,25,15,375,其他,下午
538,2022-07-04,招牌三明治,快餐,60,7,420,现金,下午
539,2022-07-04,瓦达汉堡,快餐,20,13,260,在线支付,早晨
540,2022-07-04,新鲜甘蔗汁,饮品,25,8,200,现金,午夜
541,2022-07-04,冰咖啡,饮品,40,8,320,在线支付,傍晚
542,2022-07-04,法兰基卷,快餐,50,6,300,现金,早晨
543,2022-07-04,脆球点心,快餐,20,4,80,现金,晚上
544,2022-07-04,法兰基卷,快餐,50,15,750,在线支付,傍晚
545,2022-07-04,招牌三明治,快餐,60,14,840,现金,早晨
546,2022-07-04,咖喱土豆球,快餐,20,8,160,在线支付,早晨
547,2022-07-04,新鲜甘蔗汁,饮品,25,13,325,其他,午夜
548,2022-07-04,脆球点心,快餐,20,11,220,在线支付,午夜
549,2022-07-04,新鲜甘蔗汁,饮品,25,9,225,现金,下午
550,2022-07-04,法兰基卷,快餐,50,7,350,其他,下午
551,2022-07-04,瓦达汉堡,快餐,20,6,120,在线支付,晚上
552,2022-07-04,冰咖啡,饮品,40,8,320,在线支付,傍晚
553,2022-07-04,瓦达汉堡,快餐,20,15,300,在线支付,下午
554,2022-07-04,招牌三明治,快餐,60,10,600,在线支付,午夜
555,2022-07-04,咖喱土豆球,快餐,20,15,300,在线支付,午夜
556,2022-07-04,冰咖啡,饮品,40,8,320,在线支付,早晨
557,2022-07-04,招牌三明治,快餐,60,12,720,其他,早晨
558,2022-07-04,法兰基卷,快餐,50,5,250,其他,早晨
559,2022-07-05,新鲜甘蔗汁,饮品,25,6,150,在线支付,下午
560,2022-07-05,咖喱土豆球,快餐,20,4,80,在线支付,晚上
561,2022-07-05,法兰基卷,快餐,50,14,700,在线支付,晚上
562,2022-07-05,法兰基卷,快餐,50,6,300,在线支付,下午
563,2022-07-05,脆球点心,快餐,20,8,160,现金,傍晚
564,2022-07-05,咖喱土豆球,快餐,20,13,260,在线支付,傍晚
565,2022-07-05,瓦达汉堡,快餐,20,1,20,现金,晚上
566,2022-07-05,冰咖啡,饮品,40,10,400,在线支付,午夜
567,2022-07-05,冰咖啡,饮品,40,15,600,在线支付,傍晚
568,2022-07-05,法兰基卷,快餐,50,11,550,现金,午夜
569,2022-07-05,脆球点心,快餐,20,9,180,在线支付,傍晚
570,2022-07-05,招牌三明治,快餐,60,10,600,现金,傍晚
571,2022-07-05,冰咖啡,饮品,40,10,400,现金,下午
572,2022-07-05,法兰基卷,快餐,50,3,150,现金,午夜
573,2022-07-05,新鲜甘蔗汁,饮品,25,7,175,现金,晚上
574,2022-07-05,脆球点心,快餐,20,5,100,在线支付,早晨
575,2022-07-05,咖喱土豆球,快餐,20,1,20,在线支付,午夜
576,2022-07-05,脆球点心,快餐,20,8,160,在线支付,下午
577,2022-07-05,脆球点心,快餐,20,14,280,在线支付,下午
578,2022-07-05,招牌三明治,快餐,60,3,180,在线支付,下午
579,2022-07-05,脆球点心,快餐,20,15,300,现金,早晨
580,2022-07-05,招牌三明治,快餐,60,13,780,现金,晚上
581,2022-07-05,脆球点心,快餐,20,12,240,现金,晚上
582,2022-07-05,瓦达汉堡,快餐,20,11,220,在线支付,傍晚
583,2022-07-05,招牌三明治,快餐,60,7,420,现金,午夜
584,2022-07-05,招牌三明治,快餐,60,8,480,现金,午夜
585,2022-07-05,法兰基卷,快餐,50,1,50,现金,下午
586,2022-07-05,瓦达汉堡,快餐,20,14,280,其他,早晨
587,2022-07-05,冰咖啡,饮品,40,7,280,现金,早晨
588,2022-07-05,冰咖啡,饮品,40,9,360,在线支付,下午
589,2022-07-05,冰咖啡,饮品,40,15,600,在线支付,晚上
590,2022-07-05,脆球点心,快餐,20,10,200,其他,下午
591,2022-07-05,招牌三明治,快餐,60,8,480,在线支付,晚上
592,2022-07-05,新鲜甘蔗汁,饮品,25,9,225,其他,傍晚
593,2022-07-05,冰咖啡,饮品,40,10,400,在线支付,下午
594,2022-07-05,新鲜甘蔗汁,饮品,25,13,325,现金,早晨
595,2022-07-05,瓦达汉堡,快餐,20,1,20,现金,下午
596,2022-07-05,瓦达汉堡,快餐,20,6,120,现金,早晨
597,2022-07-05,新鲜甘蔗汁,饮品,25,15,375,在线支付,午夜
598,2022-07-05,招牌三明治,快餐,60,6,360,在线支付,午夜
599,2022-07-05,冰咖啡,饮品,40,2,80,现金,下午
600,2022-07-05,法兰基卷,快餐,50,5,250,在线支付,下午
601,2022-07-05,脆球点心,快餐,20,3,60,在线支付,下午
602,2022-07-05,瓦达汉堡,快餐,20,5,100,现金,下午
603,2022-07-05,脆球点心,快餐,20,4,80,在线支付,晚上
604,2022-07-05,法兰基卷,快餐,50,2,100,现金,傍晚
605,2022-07-05,招牌三明治,快餐,60,7,420,在线支付,晚上
606,2022-07-05,招牌三明治,快餐,60,2,120,现金,下午
607,2022-07-05,咖喱土豆球,快餐,20,3,60,其他,午夜
608,2022-07-05,咖喱土豆球,快餐,20,8,160,现金,傍晚
609,2022-07-05,新鲜甘蔗汁,饮品,25,6,150,其他,晚上
610,2022-07-05,法兰基卷,快餐,50,10,500,在线支付,傍晚
611,2022-07-05,法兰基卷,快餐,50,1,50,现金,下午
612,2022-07-05,咖喱土豆球,快餐,20,4,80,在线支付,早晨
613,2022-07-05,咖喱土豆球,快餐,20,4,80,在线支付,傍晚
614,2022-07-05,咖喱土豆球,快餐,20,14,280,在线支付,晚上
615,2022-07-05,冰咖啡,饮品,40,10,400,在线支付,早晨
616,2022-07-05,冰咖啡,饮品,40,12,480,现金,晚上
617,2022-07-05,冰咖啡,饮品,40,9,360,现金,下午
618,2022-07-05,冰咖啡,饮品,40,13,520,其他,午夜
619,2022-07-05,法兰基卷,快餐,50,9,450,在线支付,傍晚
620,2022-07-05,冰咖啡,饮品,40,5,200,现金,傍晚
621,2022-07-05,法兰基卷,快餐,50,10,500,在线支付,早晨
622,2022-07-05,咖喱土豆球,快餐,20,10,200,在线支付,晚上
623,2022-07-05,法兰基卷,快餐,50,3,150,现金,晚上
624,2022-07-05,新鲜甘蔗汁,饮品,25,15,375,现金,晚上
625,2022-07-05,脆球点心,快餐,20,1,20,在线支付,下午
626,2022-07-05,招牌三明治,快餐,60,3,180,在线支付,午夜
627,2022-07-05,咖喱土豆球,快餐,20,7,140,在线支付,晚上
628,2022-07-05,冰咖啡,饮品,40,5,200,在线支付,早晨
629,2022-07-05,脆球点心,快餐,20,14,280,在线支付,下午
630,2022-07-05,法兰基卷,快餐,50,7,350,现金,早晨
631,2022-07-05,瓦达汉堡,快餐,20,14,280,现金,午夜
632,2022-07-05,瓦达汉堡,快餐,20,13,260,现金,下午
633,2022-07-05,招牌三明治,快餐,60,8,480,在线支付,晚上
634,2022-07-05,咖喱土豆球,快餐,20,8,160,在线支付,晚上
635,2022-07-05,瓦达汉堡,快餐,20,10,200,现金,傍晚
636,2022-07-05,脆球点心,快餐,20,5,100,其他,午夜
637,2022-07-05,新鲜甘蔗汁,饮品,25,8,200,在线支付,早晨
638,2022-07-05,脆球点心,快餐,20,10,200,在线支付,早晨
639,2022-07-05,咖喱土豆球,快餐,20,5,100,现金,傍晚
640,2022-07-05,冰咖啡,饮品,40,9,360,其他,午夜
641,2022-07-05,冰咖啡,饮品,40,5,200,其他,下午
642,2022-07-05,冰咖啡,饮品,40,7,280,现金,早晨
643,2022-07-05,新鲜甘蔗汁,饮品,25,3,75,现金,晚上
644,2022-07-05,冰咖啡,饮品,40,3,120,现金,傍晚
645,2022-07-05,瓦达汉堡,快餐,20,12,240,现金,下午
646,2022-07-05,脆球点心,快餐,20,14,280,现金,晚上
647,2022-07-05,脆球点心,快餐,20,9,180,现金,下午
648,2022-07-05,新鲜甘蔗汁,饮品,25,10,250,现金,傍晚
649,2022-07-05,新鲜甘蔗汁,饮品,25,6,150,在线支付,午夜
650,2022-07-05,新鲜甘蔗汁,饮品,25,7,175,在线支付,午夜
651,2022-07-05,瓦达汉堡,快餐,20,11,220,现金,晚上
652,2022-07-05,咖喱土豆球,快餐,20,14,280,在线支付,午夜
653,2022-07-05,脆球点心,快餐,20,12,240,现金,晚上
654,2022-07-05,新鲜甘蔗汁,饮品,25,8,200,其他,傍晚
655,2022-07-05,咖喱土豆球,快餐,20,9,180,在线支付,傍晚
656,2022-07-05,法兰基卷,快餐,50,12,600,在线支付,下午
657,2022-07-05,招牌三明治,快餐,60,13,780,现金,早晨
658,2022-07-05,脆球点心,快餐,20,15,300,现金,晚上
659,2022-07-05,新鲜甘蔗汁,饮品,25,8,200,现金,午夜
660,2022-07-05,法兰基卷,快餐,50,8,400,现金,傍晚
661,2022-07-05,新鲜甘蔗汁,饮品,25,3,75,在线支付,早晨
662,2022-07-05,咖喱土豆球,快餐,20,8,160,在线支付,下午
663,2022-07-05,冰咖啡,饮品,40,13,520,其他,傍晚
664,2022-07-05,脆球点心,快餐,20,15,300,现金,傍晚
665,2022-07-05,招牌三明治,快餐,60,5,300,现金,晚上
666,2022-07-05,新鲜甘蔗汁,饮品,25,3,75,现金,早晨
667,2022-07-05,脆球点心,快餐,20,1,20,在线支付,下午
668,2022-07-05,新鲜甘蔗汁,饮品,25,13,325,现金,早晨
669,2022-07-05,瓦达汉堡,快餐,20,11,220,现金,午夜
670,2022-07-05,咖喱土豆球,快餐,20,4,80,在线支付,下午
671,2022-07-05,瓦达汉堡,快餐,20,6,120,现金,晚上
672,2022-07-05,招牌三明治,快餐,60,1,60,在线支付,午夜
673,2022-07-05,瓦达汉堡,快餐,20,5,100,现金,早晨
674,2022-07-05,咖喱土豆球,快餐,20,6,120,在线支付,午夜
675,2022-07-05,新鲜甘蔗汁,饮品,25,7,175,现金,下午
676,2022-07-05,冰咖啡,饮品,40,3,120,在线支付,晚上
677,2022-07-05,新鲜甘蔗汁,饮品,25,2,50,在线支付,下午
678,2022-07-05,脆球点心,快餐,20,10,200,在线支付,傍晚
679,2022-07-05,冰咖啡,饮品,40,15,600,在线支付,早晨
680,2022-07-05,新鲜甘蔗汁,饮品,25,4,100,现金,下午
681,2022-07-05,瓦达汉堡,快餐,20,13,260,其他,傍晚
682,2022-07-05,脆球点心,快餐,20,2,40,现金,早晨
683,2022-07-05,脆球点心,快餐,20,8,160,现金,早晨
684,2022-07-05,新鲜甘蔗汁,饮品,25,7,175,在线支付,傍晚
685,2022-07-05,咖喱土豆球,快餐,20,15,300,在线支付,早晨
686,2022-07-05,瓦达汉堡,快餐,20,10,200,在线支付,下午
687,2022-07-05,法兰基卷,快餐,50,4,200,其他,午夜
688,2022-07-05,咖喱土豆球,快餐,20,11,220,现金,傍晚
689,2022-07-05,冰咖啡,饮品,40,8,320,在线支付,早晨
690,2022-07-05,瓦达汉堡,快餐,20,15,300,其他,傍晚
691,2022-07-05,招牌三明治,快餐,60,11,660,现金,下午
692,2022-07-05,新鲜甘蔗汁,饮品,25,4,100,在线支付,傍晚
693,2022-07-05,咖喱土豆球,快餐,20,6,120,现金,傍晚
694,2022-07-05,新鲜甘蔗汁,饮品,25,6,150,在线支付,午夜
695,2022-07-05,招牌三明治,快餐,60,1,60,现金,下午
696,2022-07-05,冰咖啡,饮品,40,6,240,在线支付,午夜
697,2022-07-05,新鲜甘蔗汁,饮品,25,5,125,现金,早晨
698,2022-07-05,脆球点心,快餐,20,5,100,在线支付,晚上
699,2022-07-05,法兰基卷,快餐,50,6,300,现金,下午
700,2022-07-05,咖喱土豆球,快餐,20,5,100,在线支付,傍晚
701,2022-07-05,新鲜甘蔗汁,饮品,25,7,175,其他,午夜
702,2022-07-05,招牌三明治,快餐,60,8,480,现金,晚上
703,2022-07-05,冰咖啡,饮品,40,9,360,现金,晚上
704,2022-07-05,冰咖啡,饮品,40,8,320,现金,傍晚
705,2022-07-05,冰咖啡,饮品,40,8,320,现金,傍晚
706,2022-07-05,招牌三明治,快餐,60,6,360,现金,午夜
707,2022-07-05,招牌三明治,快餐,60,7,420,其他,傍晚
708,2022-07-05,招牌三明治,快餐,60,7,420,现金,早晨
709,2022-07-05,冰咖啡,饮品,40,8,320,其他,傍晚
710,2022-07-05,招牌三明治,快餐,60,7,420,在线支付,晚上
711,2022-07-05,咖喱土豆球,快餐,20,6,120,在线支付,午夜
712,2022-07-05,新鲜甘蔗汁,饮品,25,15,375,在线支付,傍晚
713,2022-07-05,新鲜甘蔗汁,饮品,25,14,350,其他,午夜
714,2022-07-05,瓦达汉堡,快餐,20,12,240,在线支付,晚上
715,2022-07-05,咖喱土豆球,快餐,20,10,200,在线支付,晚上
716,2022-07-06,脆球点心,快餐,20,9,180,在线支付,早晨
717,2022-07-06,冰咖啡,饮品,40,5,200,现金,下午
718,2022-07-06,法兰基卷,快餐,50,9,450,现金,午夜
719,2022-07-06,法兰基卷,快餐,50,10,500,现金,下午
720,2022-07-06,冰咖啡,饮品,40,13,520,在线支付,傍晚
721,2022-07-06,新鲜甘蔗汁,饮品,25,6,150,其他,傍晚
722,2022-07-06,瓦达汉堡,快餐,20,7,140,现金,早晨
723,2022-07-06,瓦达汉堡,快餐,20,11,220,在线支付,早晨
724,2022-07-06,新鲜甘蔗汁,饮品,25,1,25,在线支付,下午
725,2022-07-06,招牌三明治,快餐,60,2,120,现金,早晨
726,2022-07-06,瓦达汉堡,快餐,20,3,60,现金,傍晚
727,2022-07-06,招牌三明治,快餐,60,3,180,在线支付,早晨
728,2022-07-06,脆球点心,快餐,20,12,240,现金,晚上
729,2022-07-06,法兰基卷,快餐,50,9,450,现金,傍晚
730,2022-07-06,脆球点心,快餐,20,9,180,在线支付,傍晚
